District,Block,Month of Data Collection,Plantation Year,Tree Type,Tree species,Latitude,Longitude,GBH_cm,DBH_cm,Tree Height_foot,North South_Tree Crown Size_Foot,East West_Tree Crown Size_foot,Tree Crown_foot,tree_age_years,height_m,crown_m,true_dbh,pred_dbh,rel_err_pct,in_90
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6464405,75.0623517,26.0,8.280254777,20.0,12.0,12.0,12.0,4.33,6.096,3.6576000000000004,8.280254776999998,9.104454981053197,9.95380246441901,True
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6465648,75.0622487,22.0,7.006369427,18.0,10.0,10.0,10.0,4.33,5.486400000000001,3.048,7.006369427,8.5394766025705,21.88162059600316,True
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6467158,75.0619925,15.0,4.777070064,15.0,5.0,6.0,5.5,4.33,4.572,1.6764000000000001,4.777070064,6.613420922542372,38.44094463636009,True
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6467801,75.0623734,22.0,7.006369427,20.0,12.0,12.0,12.0,4.33,6.096,3.6576000000000004,7.006369427,9.392249624818989,34.05301736766369,True
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6464553,75.0622831,28.0,8.917197452,18.0,12.0,12.0,12.0,4.33,5.486400000000001,3.6576000000000004,8.917197451999998,9.026498705770763,1.2257354887465235,True
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6463153,75.0622291,23.0,7.324840764,15.0,11.0,11.0,11.0,4.33,4.572,3.3528000000000002,7.324840764,8.727819163693502,19.153705109725188,True
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6464594,75.0623456,31.0,9.872611465,20.0,12.0,12.0,12.0,4.33,6.096,3.6576000000000004,9.872611464999999,9.579385928315258,-2.970090919958438,True
Ahmednagar,Karjat,August 2023,2019.0,Wild,Bamboo,18.6469577,75.0621024,21.0,6.687898089,18.0,11.0,11.0,11.0,4.33,5.486400000000001,3.3528000000000002,6.687898089,8.925912997439802,33.463651488960394,True
Ahmednagar,Parner,March 2024,2020.0,Wild,Chandan,18.9410225,74.410892,14.0,4.458598726,6.0,4.25,4.0,4.125,3.92,1.8288000000000002,1.2573,4.458598726,4.288203003089925,-3.821732642509955,True
Ahmednagar,Parner,March 2024,2020.0,Wild,Chandan,18.9411422,74.4109905,9.0,2.866242038,4.5,3.5,3.0,3.25,3.92,1.3716000000000002,0.9906,2.8662420379999998,3.4687501825485403,21.020839711392878,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Chandan,18.9411273,74.4108131,14.0,4.458598726,7.0,3.5,4.25,3.875,3.92,2.1336,1.1811,4.458598726,4.33475514149298,-2.7776346811574357,True
Ahmednagar,Parner,March 2024,2020.0,Wild,Chandan,18.9413403,74.4109186,16.0,5.095541401,7.0,4.0,4.25,4.125,3.92,2.1336,1.2573,5.095541401,4.439675491898922,-12.871368466800497,True
Ahmednagar,Parner,March 2024,2020.0,Wild,Chandan,18.9412551,74.4109177,14.0,4.458598726,5.0,3.5,3.0,3.25,3.92,1.524,0.9906,4.458598726,3.6015443842861328,-19.222504521791027,True
Ahmednagar,Parner,March 2024,2020.0,Wild,Chandan,18.9411244,74.4108451,14.0,4.458598726,7.0,4.5,5.0,4.75,3.92,2.1336,1.4478,4.458598726,4.8519679285951485,8.822709258432344,True
Ahmednagar,Parner,March 2024,2020.0,Wild,Chandan,18.9411939,74.4107817,10.0,3.184713376,7.0,4.0,4.0,4.0,3.92,2.1336,1.2192,3.184713376,4.414227692500028,38.606749535630065,False
Ahmednagar,Parner,March 2024,2020.0,Wild,Chandan,18.9410781,74.410758,12.0,3.821656051,5.0,4.0,3.0,3.5,3.92,1.524,1.0668,3.821656051,3.7356540899507693,-2.2503846474286195,True
Ahmednagar,Jamkhed,February 2024,2009.0,Fruit,Chiku,18.6226399,75.2417691,44.0,14.01273885,16.0,10.0,14.0,12.0,14.83,4.8768,3.6576000000000004,14.012738850000002,13.386024214961992,-4.472463532980274,True
Ahmednagar,Jamkhed,March 2024,2012.0,Fruit,Chiku,18.5692506,75.2838771,65.0,20.70063694,24.0,18.0,22.0,20.0,11.92,7.315200000000001,6.096,20.70063694,22.15323335858022,7.017158084509746,True
Ahmednagar,Karjat,February 2024,2019.0,Fruit,Chiku,18.5576996,74.8390095,21.0,6.687898089,5.0,4.0,3.0,3.5,4.83,1.524,1.0668,6.687898089,6.748301021477057,0.9031676570611271,True
Ahmednagar,Jamkhed,February 2024,2009.0,Fruit,Chiku,18.6225989,75.2420218,38.0,12.10191083,12.0,9.0,15.0,12.0,14.83,3.6576000000000004,3.6576000000000004,12.101910829999998,12.605206826105222,4.1588142829277865,True
Ahmednagar,Karjat,February 2024,2019.0,Fruit,Chiku,18.5573083,74.8395283,35.0,11.14649682,7.0,6.0,7.0,6.5,4.83,2.1336,1.9812,11.146496819999998,8.912254049402016,-20.044349419174573,True
Ahmednagar,Jamkhed,February 2024,2009.0,Fruit,Chiku,18.6223977,75.2415858,31.0,9.872611465,10.0,5.0,17.0,11.0,14.83,3.048,3.3528000000000002,9.872611464999999,11.344345406926879,14.90724057301773,True
Ahmednagar,Karjat,February 2024,2019.0,Fruit,Chiku,18.5573362,74.8390534,27.0,8.598726115,6.0,5.0,6.0,5.5,4.83,1.8288000000000002,1.6764000000000001,8.598726114999998,7.934498723979735,-7.724718547106124,True
Gadchiroli,Gadchiroli,August 2023,1992.0,Fruit,Chiku,20.1266357,79.9947761,87.0,27.70700637,25.0,30.0,30.0,30.0,31.33,7.62,9.144,27.707006369999995,28.608039967266052,3.252006316502165,True
Ahmednagar,Jamkhed,March 2024,2012.0,Fruit,Chiku,18.56933,75.2841267,63.0,20.06369427,18.0,19.0,19.0,19.0,11.92,5.486400000000001,5.7912,20.06369427,19.707456796679132,-1.7755328033159223,True
Gadchiroli,Gadchiroli,August 2023,1992.0,Fruit,Chiku,20.1269378,79.9947147,102.0,32.48407643,26.0,28.0,32.0,30.0,31.33,7.9248,9.144,32.48407643,30.013936073918327,-7.604157567491829,True
Gadchiroli,Gadchiroli,August 2023,1992.0,Fruit,Chiku,20.1269136,79.9946726,104.0,33.12101911,27.0,34.0,40.0,37.0,31.33,8.2296,11.277600000000001,33.12101911,36.41870315363079,9.95646913121445,True
Gadchiroli,Gadchiroli,August 2023,1992.0,Fruit,Chiku,20.1264551,79.9945954,116.0,36.94267516,22.0,32.0,34.0,33.0,31.33,6.7056000000000004,10.0584,36.94267516000001,31.24696288090137,-15.41770392758594,True
Ahmednagar,Jamkhed,March 2024,2012.0,Fruit,Chiku,18.5693017,75.2840068,92.0,29.29936306,21.0,26.0,29.0,27.5,11.92,6.4008,8.382,29.299363059999997,28.980380577726258,-1.0887010807044462,True
Gadchiroli,Gadchiroli,August 2023,1992.0,Fruit,Chiku,20.1267352,79.9947453,94.0,29.93630573,25.0,34.0,36.0,35.0,31.33,7.62,10.668000000000001,29.936305729999997,34.497215394460866,15.23537909318669,True
Ahmednagar,Karjat,February 2024,2019.0,Fruit,Chiku,18.5575784,74.8388896,21.0,6.687898089,6.0,4.0,5.0,4.5,4.83,1.8288000000000002,1.3716000000000002,6.687898089,7.556482003930335,12.987397585482782,True
Ahmednagar,Karjat,February 2024,2019.0,Fruit,Chiku,18.5574217,74.8388158,26.0,8.280254777,5.0,5.0,4.0,4.5,4.83,1.524,1.3716000000000002,8.280254776999998,7.162011367850709,-13.504939633686462,True
Ahmednagar,Jamkhed,February 2024,2009.0,Fruit,Chiku,18.6225321,75.2415924,37.0,11.78343949,10.0,6.0,11.0,8.5,14.83,3.048,2.5908,11.783439489999997,9.882674773327244,-16.130814082643997,True
Ahmednagar,Karjat,February 2024,2019.0,Fruit,Chiku,18.5575643,74.8394392,44.0,14.01273885,8.0,6.0,7.0,6.5,4.83,2.4384,1.9812,14.012738850000002,9.16567480866026,-34.5904115763903,False
Ahmednagar,Karjat,February 2024,2019.0,Fruit,Chiku,18.5571033,74.839015,29.0,9.23566879,7.0,5.0,6.0,5.5,4.83,2.1336,1.6764000000000001,9.23566879,8.361948129635442,-9.460285770648106,True
Ahmednagar,Jamkhed,February 2024,2009.0,Fruit,Chiku,18.622647,75.2415457,51.0,16.24203822,17.0,6.0,13.0,9.5,14.83,5.1816,2.8956,16.242038219999998,12.057620504117574,-25.762885539389057,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5716951,75.2847623,18.0,5.732484076,6.0,4.0,5.0,4.5,1.92,1.8288000000000002,1.3716000000000002,5.732484076,6.116203195894373,6.693766869774254,True
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6382983,75.0194583,21.0,6.687898089,6.0,6.0,6.0,6.0,7.92,1.8288000000000002,1.8288000000000002,6.687898089,6.791394490861336,1.5475176278711986,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736345,74.4250323,27.0,8.598726115,5.5,5.0,5.0,5.0,3.92,1.6764000000000001,1.524,8.598726114999998,6.126453537773186,-28.75161441546639,False
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336662,75.1029433,37.0,11.78343949,9.5,11.0,10.0,10.5,6.83,2.8956,3.2004,11.783439489999997,10.659131220702326,-9.541426934400727,True
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6933159,74.9245503,31.0,9.872611465,10.0,9.0,9.0,9.0,4.25,3.048,2.7432000000000003,9.872611464999999,10.156024791915689,2.870702730685153,True
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6384067,75.019465,23.0,7.324840764,5.0,5.0,5.0,5.0,7.92,1.524,1.524,7.324840764,5.979318799113896,-18.369299869275686,True
Ahmednagar,Parner,February 2024,2022.0,Fruit,Custard apple,18.8731635,74.4250113,16.0,5.095541401,6.0,5.0,5.5,5.25,1.83,1.8288000000000002,1.6002,5.095541401,6.743877720311846,32.34860026823371,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8738753,74.4251935,20.0,6.369426752,6.8,5.9,5.0,5.45,3.92,2.0726400000000003,1.6611600000000002,6.369426752,6.969578784857637,9.42238691526187,True
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6320166,75.0207435,13.0,4.140127389,5.0,3.0,3.0,3.0,4.25,1.524,0.9144000000000001,4.140127389,4.4260816635274525,6.90689555319508,True
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.6937373,74.9245835,31.0,9.872611465,8.0,7.0,6.0,6.5,4.25,2.4384,1.9812,9.872611464999999,7.933704449260107,-19.639251707753616,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.633835,75.1061,14.0,4.458598726,4.5,4.0,3.5,3.75,4.92,1.3716000000000002,1.143,4.458598726,4.974775859623327,11.577115711563755,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6939416,74.9260886,14.0,4.458598726,6.0,4.0,4.0,4.0,3.25,1.8288000000000002,1.2192,4.458598726,5.559296865144393,24.687086835730486,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5315283,75.1894783,22.0,7.006369427,9.0,8.0,7.5,7.75,6.92,2.7432000000000003,2.3622,7.006369427,8.99432720033787,28.37357912754361,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.531488,75.1892984,19.0,6.050955414,7.0,7.0,8.0,7.5,6.92,2.1336,2.286,6.050955414,8.20800322506347,35.648053298702926,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7387352,74.1052455,79.0,25.15923567,15.0,14.0,14.0,14.0,11.33,4.572,4.2672,25.15923567,17.05949412457451,-32.19390943216794,False
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7387042,74.1055075,49.0,15.60509554,13.0,12.0,12.0,12.0,11.33,3.9624,3.6576000000000004,15.605095539999997,15.56156544514502,-0.2789479548100077,True
Ahmednagar,Shrigonda,July 2023,2019.0,Fruit,Custard apple,18.7959411,74.4632042,34.0,10.82802548,10.0,6.0,6.0,6.0,4.25,3.048,1.8288000000000002,10.82802548,8.223233337721059,-24.056021544187775,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7935286,74.4693049,14.0,4.458598726,5.0,3.0,3.0,3.0,2.25,1.524,0.9144000000000001,4.458598726,4.559535020914972,2.263856900294022,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5312383,75.188595,22.0,7.006369427,8.0,9.0,8.0,8.5,6.92,2.4384,2.5908,7.006369427,9.124207223748908,30.227321279799074,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8729817,74.4251783,25.0,7.961783439,8.0,6.5,6.5,6.5,3.92,2.4384,1.9812,7.961783439,7.932739966307098,-0.36478601704532376,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736433,74.42519,18.0,5.732484076,6.0,5.0,6.0,5.5,3.92,1.8288000000000002,1.6764000000000001,5.732484076,6.7185477885976725,17.201333654392382,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736255,74.4254281,22.0,7.006369427,5.25,5.0,4.5,4.75,3.92,1.6002,1.4478,7.006369427,5.91066855947456,-15.638639654126816,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5314383,75.1889783,21.0,6.687898089,7.5,8.0,9.0,8.5,6.92,2.286,2.5908,6.687898089,8.853977446834088,32.388043732256826,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6341517,75.103135,34.0,10.82802548,9.0,12.0,11.0,11.5,6.83,2.7432000000000003,3.5052000000000003,10.82802548,11.080062057637317,2.3276319223928916,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5715643,75.2849001,22.0,7.006369427,8.0,6.0,5.0,5.5,1.92,2.4384,1.6764000000000001,7.006369427,7.6190059701060076,8.743994296748456,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6339233,75.1059126,22.0,7.006369427,6.0,6.0,5.5,5.75,4.92,1.8288000000000002,1.7526000000000002,7.006369427,6.844210005226052,-2.3144572016006566,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7388346,74.1054043,41.0,13.05732484,12.0,12.0,12.0,12.0,11.33,3.6576000000000004,3.6576000000000004,13.057324839999998,15.089039296628545,15.559959498017266,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735306,74.4248203,24.0,7.643312102,9.0,7.0,6.0,6.5,3.92,2.7432000000000003,1.9812,7.643312101999999,8.309672958487592,8.718221205610963,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6934628,74.9257615,12.0,3.821656051,6.0,3.0,3.0,3.0,3.25,1.8288000000000002,0.9144000000000001,3.821656051,4.683639718223211,22.555239292077538,True
Ahmednagar,Karjat,March 2024,2019.0,Fruit,Custard apple,18.6338328,75.1063382,19.0,6.050955414,4.5,5.0,4.0,4.5,4.92,1.3716000000000002,1.3716000000000002,6.050955414,5.403726083670903,-10.69631630125075,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7388821,74.105183,72.0,22.92993631,13.0,13.0,13.0,13.0,11.33,3.9624,3.9624,22.929936309999995,15.91842734807905,-30.577969633797675,False
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735967,74.42516,24.0,7.643312102,6.0,5.0,5.0,5.0,3.92,1.8288000000000002,1.524,7.643312101999999,6.405923653529867,-16.189165533962026,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737483,74.4253717,22.0,7.006369427,5.0,5.5,4.75,5.125,3.92,1.524,1.5621,7.006369427,6.139606770960151,-12.371066999402867,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336389,75.1031976,39.0,12.42038217,11.0,12.0,13.0,12.5,6.83,3.3528000000000002,3.81,12.420382169999998,12.372236797131611,-0.3876319762903618,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8736517,74.4249884,17.0,5.414012739,7.0,6.0,6.0,6.0,3.92,2.1336,1.8288000000000002,5.414012739,7.376571757789933,36.24961952255082,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.638445,75.019225,20.0,6.369426752,5.0,6.0,5.0,5.5,15.92,1.524,1.6764000000000001,6.369426752,6.164587042485675,-3.2159834391690842,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6387683,75.0189583,20.0,6.369426752,5.0,6.0,5.0,5.5,15.92,1.524,1.6764000000000001,6.369426752,5.9971960379879725,-5.844022209614812,True
Ahmednagar,Karjat,March 2024,2017.0,Fruit,Custard apple,18.5316165,75.1895762,20.0,6.369426752,7.0,7.0,8.0,7.5,6.92,2.1336,2.286,6.369426752,8.188706971107026,28.562699438152297,True
Ahmednagar,Karjat,July 2023,2020.0,Fruit,Custard apple,18.6940085,74.9261182,13.0,4.140127389,6.0,3.0,3.0,3.0,3.25,1.8288000000000002,0.9144000000000001,4.140127389,4.732632455032282,14.311276208710927,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6388783,75.0192,18.0,5.732484076,6.0,6.0,6.0,6.0,15.92,1.8288000000000002,1.8288000000000002,5.732484076,6.658016737066232,16.14540308870858,True
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.638685,75.0193817,24.0,7.643312102,5.0,5.0,5.0,5.0,7.92,1.524,1.524,7.643312101999999,5.861725539620095,-23.30909085753181,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6336507,75.1031929,23.0,7.324840764,6.0,6.0,5.0,5.5,6.83,1.8288000000000002,1.6764000000000001,7.324840764,6.496881070832556,-11.303449724623176,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734874,74.4248785,25.0,7.961783439,6.5,5.0,6.5,5.75,3.92,1.9812,1.7526000000000002,7.961783439,7.120207901811444,-10.570188747739394,True
Ahmednagar,Shrigonda,July 2023,2021.0,Fruit,Custard apple,18.7935994,74.4693755,10.0,3.184713376,3.0,2.0,2.0,2.0,2.25,0.9144000000000001,0.6096,3.184713376,3.0003243117985186,-5.789816615555966,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8737083,74.4253017,24.0,7.643312102,6.0,5.75,5.5,5.625,3.92,1.8288000000000002,1.7145000000000001,7.643312101999999,6.899596303209307,-9.73028170073137,True
Ahmednagar,Karjat,February 2024,2017.0,Fruit,Custard apple,18.6338797,75.1034554,32.0,10.1910828,8.0,11.0,10.0,10.5,6.83,2.4384,3.2004,10.191082800000002,10.175858566376823,-0.14938779246479453,True
Ahmednagar,Jamkhed,March 2024,2022.0,Fruit,Custard apple,18.5715044,75.2843788,23.0,7.324840764,8.0,6.0,5.0,5.5,1.92,2.4384,1.6764000000000001,7.324840764,7.4886219130613005,2.2359687307640748,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8733128,74.4254442,21.0,6.687898089,5.5,5.0,4.5,4.75,3.92,1.6764000000000001,1.4478,6.687898089,5.986222019366729,-10.491727898595835,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734687,74.4248183,24.0,7.643312102,6.0,5.8,5.9,5.85,3.92,1.8288000000000002,1.78308,7.643312101999999,6.903370098272904,-9.680907881983218,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8734838,74.4254512,23.0,7.324840764,6.5,6.0,6.0,6.0,3.92,1.9812,1.8288000000000002,7.324840764,7.205474906347062,-1.62960344803119,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389179,75.0192902,22.0,7.006369427,6.0,7.0,6.0,6.5,15.92,1.8288000000000002,1.9812,7.006369427,7.061509775554221,0.787003156609612,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389901,75.0192381,23.0,7.324840764,7.0,7.0,6.0,6.5,15.92,2.1336,1.9812,7.324840764,7.283767067339072,-0.5607452500919373,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6386483,75.019275,21.0,6.687898089,5.0,6.0,6.0,6.0,15.92,1.524,1.8288000000000002,6.687898089,6.263634720722523,-6.343747506788254,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735947,74.4254485,22.0,7.006369427,6.25,6.0,6.5,6.25,3.92,1.905,1.905,7.006369427,7.290801596611637,4.059622784313062,True
Ahmednagar,Karjat,March 2024,2016.0,Fruit,Custard apple,18.6389567,75.0194,27.0,8.598726115,8.0,7.0,8.0,7.5,7.92,2.4384,2.286,8.598726114999998,8.38779302689422,-2.4530736912042888,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732961,74.4250923,22.0,7.006369427,6.5,5.0,6.0,5.5,3.92,1.9812,1.6764000000000001,7.006369427,6.932499319399211,-1.0543278993556993,True
Pune,Shirur,August 2023,2012.0,Fruit,Custard apple,18.7390294,74.1047794,53.0,16.87898089,11.0,8.0,9.0,8.5,11.33,3.3528000000000002,2.5908,16.878980890000005,12.084676692064358,-28.403990911418383,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8735972,74.4254333,24.0,7.643312102,7.0,6.5,6.0,6.25,3.92,2.1336,1.905,7.643312101999999,7.616749397254915,-0.3475287204108038,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6389248,75.0191,20.0,6.369426752,5.0,6.0,6.0,6.0,15.92,1.524,1.8288000000000002,6.369426752,6.371290827651332,0.02926598772403516,True
Ahmednagar,Karjat,July 2023,2019.0,Fruit,Custard apple,18.63211,75.0206837,19.0,6.050955414,7.0,4.0,4.0,4.0,4.25,2.1336,1.2192,6.050955414,5.799887372047131,-4.1492297459666725,True
Ahmednagar,Parner,March 2024,2020.0,Fruit,Custard apple,18.8732579,74.4254534,5.5,1.751592357,5.5,5.0,5.0,5.0,3.92,1.6764000000000001,1.524,1.751592357,6.1197393615740685,249.38148348942974,False
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.639,75.01929,21.0,6.687898089,6.0,6.0,6.0,6.0,15.92,1.8288000000000002,1.8288000000000002,6.687898089,6.725884670458478,0.5679898370604176,True
Ahmednagar,Karjat,March 2024,2008.0,Fruit,Custard apple,18.6384236,75.0192002,23.0,7.324840764,6.0,6.0,6.0,6.0,15.92,1.8288000000000002,1.8288000000000002,7.324840764,6.684374758097388,-8.743753298370168,True
