species,district,dbh_true,dbh_wrong,dbh_correct,co2_true,co2_wrong,co2_correct
Custard apple,Ahmednagar,6.050955414,5.9105322602494255,6.010836209149428,20.60748253890276,19.51493295257712,21.45563981998501
Custard apple,Ahmednagar,6.687898089,8.266578805865992,8.385395481708601,25.99353527108367,42.50003127650057,46.45150628863638
Custard apple,Ahmednagar,5.732484076,7.304870434653448,7.4090332526618345,18.178112970681806,31.89880472962609,34.77616780323343
Custard apple,Ahmednagar,7.006369427,7.413684273144571,7.564315165854085,28.955909184533045,33.01204672705735,36.814745633150785
Custard apple,Pune,8.598726115,15.806841763327126,16.270997008534877,46.56724222750842,191.21150297655691,217.89115239618647
Custard apple,Ahmednagar,6.369426752,5.881188095377377,5.981700947734082,23.21165870931023,19.290892949527727,21.42179212242987
Custard apple,Ahmednagar,2.547770701,1.8578358680599592,1.8991189971339026,2.7700356364305065,1.3313443705199421,1.4999441863080716
Custard apple,Ahmednagar,2.866242038,2.4931276247952003,2.5699449400646444,3.6404846830585993,2.634150807605403,3.009039295412082
Custard apple,Ahmednagar,6.369426752,6.035167562870532,6.122739077932472,23.21165870931023,20.482955492620412,22.371740738330686
Custard apple,Ahmednagar,7.006369427,6.090964224907547,6.150481736010047,28.955909184533045,20.924977651237178,22.58599252337996
Custard apple,Ahmednagar,4.777070064,5.418061758617307,5.511555492453167,11.908259975651667,15.948187626934656,17.704482610021127
Custard apple,Ahmednagar,11.14649682,9.794571844317883,10.006545199895797,85.02652884565536,62.991163208376165,70.04115717961929
Custard apple,Ahmednagar,7.643312102,6.483755333183963,6.559848103158217,35.432897434458596,24.18973575063199,26.277429101896676
Custard apple,Ahmednagar,5.414012739,7.578363265349677,7.658417325358158,15.920550619963201,34.73828247071646,37.81133291023115
Custard apple,Ahmednagar,7.961783439,7.619961825158885,7.740322510805553,38.95268567407704,35.18226987333917,38.91681815203089
Custard apple,Ahmednagar,7.006369427,6.67462729449738,6.800701314278865,28.955909184533045,25.874028753334347,28.638505504285348
Custard apple,Ahmednagar,7.006369427,6.2511539935009495,6.3520348520213155,28.955909184533045,22.223938590086508,24.458835003227673
Custard apple,Ahmednagar,6.050955414,7.537353234325034,7.707747626058806,20.60748253890276,34.30371419635527,38.46060803883548
Custard apple,Ahmednagar,11.14649682,10.44894247807143,10.70592228923863,85.02652884565536,73.18822168555546,82.6595381752921
Custard apple,Ahmednagar,4.140127389,4.819537368533408,4.915432482681829,8.544077200340189,12.15530292222698,13.488438927462152
Custard apple,Ahmednagar,5.414012739,5.457405040059052,5.571302350926181,15.920550619963201,16.218150460115634,18.087739680323033
Custard apple,Ahmednagar,4.777070064,4.716217994450636,4.819891914396821,11.908259975651667,11.559289761790431,12.933858513832554
Custard apple,Ahmednagar,7.324840764,6.6541140733841955,6.8154705212378675,32.101488156493836,25.689918760849128,28.97240795875412
Custard apple,Ahmednagar,5.414012739,6.690663198566952,6.831476901004787,15.920550619963201,26.01847516093705,29.09151725778075
Custard apple,Ahmednagar,7.006369427,6.117610524740957,6.23981252270154,28.955909184533045,21.137966355974612,23.408350826531393
Custard apple,Ahmednagar,7.006369427,8.014827394202827,8.191561285758336,28.955909184533045,39.55741042420456,44.40509603917416
Custard apple,Ahmednagar,7.324840764,7.271638282370084,7.378024669507516,32.101488156493836,31.563142070525345,34.59294552840195
Custard apple,Ahmednagar,7.006369427,8.685089096673957,8.768620350825508,28.955909184533045,47.659523387315524,51.808972767444565
Custard apple,Ahmednagar,5.095541401,4.447516407009838,4.512049187522565,13.831680419711718,10.088488573990968,11.099000969978471
Custard apple,Ahmednagar,4.140127389,4.465527521297338,4.553163025772918,8.544077200340189,10.183526477915562,11.312362680416529
Custard apple,Ahmednagar,6.369426752,7.54341383850523,7.704534452220251,23.21165870931023,34.36774023271599,38.2515575272142
Custard apple,Ahmednagar,10.50955414,10.545204304078094,10.861237067010302,74.17694226985951,74.76200943914147,85.20802851041154
Custard apple,Ahmednagar,6.687898089,8.863271236360793,9.041589405718451,25.99353527108367,49.95874757683778,55.461220132921774
Custard apple,Ahmednagar,7.006369427,9.254581528995768,9.495231619088898,28.955909184533045,55.22568516939829,62.13404266263423
Custard apple,Ahmednagar,11.46496815,10.558906646406605,10.71852882898914,90.76917493401163,74.98757931878511,82.19868632600357
Custard apple,Ahmednagar,7.006369427,9.621426129879149,9.743674003500013,28.955909184533045,60.43783427582323,65.92237334749753
Custard apple,Ahmednagar,7.643312102,8.020566689625042,8.179877053801397,35.432897434458596,39.6231588661912,43.68273532094916
Custard apple,Ahmednagar,7.324840764,5.977635649592251,6.021267884424648,32.101488156493836,20.032800742048646,21.662438656653674
Custard apple,Ahmednagar,3.821656051,4.021946557565086,4.105255881111083,7.09605670261685,7.988874072029367,8.873688383725368
Custard apple,Ahmednagar,3.821656051,5.68048297397462,5.76190330295447,7.09605670261685,17.797835106215345,19.3852926826653
Custard apple,Ahmednagar,7.643312102,7.544913874148613,7.723666863468648,35.432897434458596,34.38359754585247,38.609331329029715
Custard apple,Ahmednagar,10.82802548,8.295343481715976,8.386837107179016,79.49643881100387,42.843911750825946,46.32098415698096
Custard apple,Ahmednagar,7.006369427,6.45407146761369,6.605685768577015,28.955909184533045,23.933582815271087,26.845353523490612
Custard apple,Ahmednagar,10.50955414,7.555377577903061,7.66148897931585,74.17694226985951,34.49432819499632,37.78170977616751
Custard apple,Ahmednagar,6.369426752,6.641958085091656,6.756564933534587,23.21165870931023,25.581169353508276,28.155470219025236
Custard apple,Ahmednagar,6.369426752,6.82454078026676,6.951774563677411,23.21165870931023,27.242297728947733,30.23612965490086
Custard apple,Ahmednagar,7.643312102,6.522338221693232,6.66720267642306,35.432897434458596,24.525002621219667,27.502210790759
Custard apple,Ahmednagar,6.687898089,8.654860222820924,8.802488655303991,25.99353527108367,47.275562533212636,52.145914540711836
Custard apple,Ahmednagar,6.687898089,6.163311972939235,6.3126116559861964,25.99353527108367,21.50612673956371,24.101645016011595
Custard apple,Ahmednagar,10.50955414,9.81729812734755,10.024812455794565,74.17694226985951,63.330769165222556,70.54486571963787
Custard apple,Ahmednagar,9.23566879,7.6300428983608,7.7455787971359165,54.96420382739869,35.29034976815554,38.68072802217611
Custard apple,Ahmednagar,10.50955414,7.927301669035094,8.07877091927973,74.17694226985951,38.56241852918021,42.77996410891751
Custard apple,Ahmednagar,12.10191083,9.20304008322761,9.375381068751965,102.89979999652833,54.51474906462069,60.34945081199236
Custard apple,Ahmednagar,7.324840764,7.2157090671178,7.356679266272838,32.101488156493836,31.0027831962617,34.381524470216576
Custard apple,Ahmednagar,9.554140127,9.683614649779647,9.829785160666699,59.46177883303448,61.347994083298055,67.31761959052399
Custard apple,Pune,18.47133758,16.878203825981917,17.168483261923452,274.4539789351868,222.6333478473043,244.54383548788147
Custard apple,Ahmednagar,6.687898089,8.443357028349515,8.61621672064778,25.99353527108367,44.638390467335824,49.654909697140155
Custard apple,Ahmednagar,6.369426752,4.70742014635455,4.799283911063498,23.21165870931023,11.509324657305665,12.83127864433426
Custard apple,Ahmednagar,8.280254777,6.776807387056168,6.8841889385966795,42.66333031348004,26.802277513442665,29.44076942858264
Custard apple,Ahmednagar,7.643312102,6.248346997134301,6.414745107752316,35.432897434458596,22.2007933364742,25.053086646547495
Custard apple,Ahmednagar,7.006369427,7.129380580703201,7.236685178932778,28.955909184533045,30.14904383212692,33.228592064711904
Custard apple,Ahmednagar,7.006369427,5.606288762746991,5.70754965763341,28.955909184533045,17.26316591090445,19.12235375672393
Custard apple,Pune,23.56687898,18.70645539728883,19.091240781787736,482.98559267233,282.6270049796645,316.2754190972388
Custard apple,Ahmednagar,8.598726115,6.855053739120028,7.02611623706724,46.56724222750842,27.525712768362673,30.916241576799237
Custard apple,Pune,12.10191083,13.63194254070422,13.984716020875343,102.89979999652833,135.63361672749733,152.78601506120316
Custard apple,Ahmednagar,9.872611465,8.585961439403212,8.718022218521785,64.16167838857679,46.40702156445538,50.99831436117576
Custard apple,Ahmednagar,4.140127389,4.998001584675228,5.084227177052395,8.544077200340189,13.225161783439217,14.60907933196916
Custard apple,Ahmednagar,7.006369427,6.757754422745263,6.90281298079913,28.955909184533045,26.627779406954154,29.79550971434039
Custard apple,Ahmednagar,9.872611465,9.96079269526423,10.106316491955528,64.16167838857679,65.4990832705765,71.61135934455841
Custard apple,Ahmednagar,2.229299363,3.088434340547577,3.116105610078016,2.032095149120845,4.328988126777698,4.669782157811935
Custard apple,Pune,16.56050955,17.028134121521113,17.18822771608784,213.03175407341286,227.24846282653212,245.8896859262239
Custard apple,Ahmednagar,4.458598726,4.439478480522873,4.520573036570228,10.146905811689306,10.046239001052644,11.13484683914196
Custard apple,Ahmednagar,6.050955414,6.64592656130396,6.799681389155649,20.60748253890276,25.616643116958237,28.653015359418475
Custard apple,Ahmednagar,7.643312102,6.607233868549694,6.7460188443967555,35.432897434458596,25.27196583730344,28.083805931336343
Custard apple,Ahmednagar,10.82802548,9.736230409697741,9.887747479250741,79.49643881100387,62.124102219072775,68.20762566159321
Custard apple,Ahmednagar,3.821656051,4.849792021792693,4.948202173921418,7.09605670261685,12.333064308422186,13.659040178233457
Custard apple,Ahmednagar,7.961783439,4.830801540592655,4.8489340246338966,38.95268567407704,12.221314066985133,13.062552874355852
Custard apple,Ahmednagar,6.050955414,8.14265335521744,8.282974773100676,20.60748253890276,41.03650503543392,45.12013473847164
Custard apple,Ahmednagar,6.050955414,7.92104005916077,8.15015007088601,20.60748253890276,38.49178898188234,43.70069246888816
Custard apple,Ahmednagar,5.414012739,5.628156621405917,5.73462981526353,15.920550619963201,17.41978918405468,19.20531675042435
Custard apple,Ahmednagar,9.872611465,7.608992887109811,7.766781128855981,64.16167838857679,35.064885337876625,39.16109717593705
Custard apple,Ahmednagar,6.369426752,5.561972543752927,5.642321001552827,23.21165870931023,16.948227312974737,18.54185765491348
Custard apple,Ahmednagar,6.050955414,5.56117852721383,5.6729294620106305,20.60748253890276,16.94261461009566,18.823651215724155
Custard apple,Ahmednagar,6.687898089,6.485030615270165,6.657579949349605,25.99353527108367,24.20077539607021,27.327158091892223
Custard apple,Pune,17.19745223,16.810446379637636,17.27121758715454,232.52524420279948,220.56531572655916,248.78261859434582
Custard apple,Ahmednagar,10.82802548,9.38570538618673,9.69228092521342,79.49643881100387,57.05800976832211,65.5321790211077
Custard apple,Ahmednagar,13.37579618,9.854353463167241,9.936791292197027,129.79409665640597,63.886727838652895,69.23167679518016
Custard apple,Ahmednagar,6.050955414,7.322332476860811,7.442813957086846,20.60748253890276,32.0759908647741,35.61641195075111
Custard apple,Ahmednagar,5.095541401,6.487101643383008,6.590931953508635,13.831680419711718,24.21870962714229,26.72976899545222
Custard apple,Ahmednagar,6.687898089,8.914928467091002,9.117770793246471,25.99353527108367,50.636865165787654,56.86874985018771
Custard apple,Ahmednagar,11.46496815,9.078630597749266,9.337782254843246,90.76917493401163,52.82026443466174,60.0088783322765
Custard apple,Ahmednagar,6.369426752,6.780383547507218,6.954927612945023,23.21165870931023,26.83510236563194,30.134637259948995
Custard apple,Ahmednagar,6.687898089,6.272637072779444,6.3962315463819825,25.99353527108367,22.40153314890029,24.88598147078902
Custard apple,Ahmednagar,7.006369427,8.414540755331398,8.484721227460781,28.955909184533045,44.285743487010365,47.88850835416519
Custard apple,Ahmednagar,4.458598726,4.707042291779339,4.812103943810876,10.146905811689306,11.507181487700565,12.91631919223432
Custard apple,Ahmednagar,11.14649682,10.953800988017392,11.166078672875118,85.02652884565536,81.6551936686814,90.66411755276157
Custard apple,Ahmednagar,6.050955414,5.850021502339259,5.95743718806594,20.60748253890276,19.054549377602285,21.172503548220757
Custard apple,Ahmednagar,7.006369427,8.606285717425934,8.81066562003743,28.955909184533045,46.66227760189289,52.52378361713149
Custard apple,Ahmednagar,7.961783439,6.471028801877156,6.575406091280123,38.95268567407704,24.079723847244026,26.51297729251413
Custard apple,Ahmednagar,6.050955414,8.573754036535437,8.720896940058049,20.60748253890276,46.25408956651654,50.96276295276058
Custard apple,Ahmednagar,7.643312102,6.980448230493399,7.112841881359762,35.432897434458596,28.707981014288947,31.833876479409284
Custard apple,Ahmednagar,4.140127389,4.719163957741887,4.804882269282505,8.544077200340189,11.576048125632504,12.81365181367395
Custard apple,Ahmednagar,10.1910828,10.092590692544716,10.295752876023153,69.06603681083587,67.5273244655568,74.90001625116416
Custard apple,Ahmednagar,12.10191083,11.822840761216828,11.997172507351818,102.89979999652833,97.47832078288405,106.68529371597552
Custard apple,Ahmednagar,3.821656051,4.401102593443213,4.54441329021476,7.09605670261685,9.845913870234646,11.299127650852917
Custard apple,Ahmednagar,4.140127389,5.53773261415153,5.656945964213818,8.544077200340189,16.777357885244346,18.728835308715134
Custard apple,Ahmednagar,7.006369427,5.892323257601138,6.016754949690722,28.955909184533045,19.375735607438667,21.615200669379778
Custard apple,Ahmednagar,6.687898089,8.207720539017581,8.361887055360196,25.99353527108367,41.80129257517582,46.39904939994501
Custard apple,Ahmednagar,5.732484076,5.583424691297007,5.696064791419087,18.178112970681806,17.10026763384802,19.039467893144145
Custard apple,Ahmednagar,8.917197452,6.38732148827411,6.501886228451281,50.66677000623624,23.363232426945306,25.9054067359875
Custard apple,Ahmednagar,9.554140127,8.055160936665008,8.168164419026239,59.46177883303448,40.02078143645178,43.54476555621536
Custard apple,Ahmednagar,6.369426752,7.456659010210346,7.675589928018557,23.21165870931023,33.45770190474976,38.04640048141365
Custard apple,Ahmednagar,6.369426752,5.921954983679583,6.104817115566467,23.21165870931023,19.6025425793038,22.348926536797038
Custard apple,Ahmednagar,7.324840764,9.412824293879762,9.518694869841346,32.101488156493836,57.4412203931363,62.33340483546699
Custard apple,Ahmednagar,8.598726115,8.292991485176199,8.478523471351687,46.56724222750842,42.81573453160258,47.88071301642836
Custard apple,Ahmednagar,6.369426752,5.912588746849776,5.981102397118768,23.21165870931023,19.530689246113845,21.18388422848819
Custard apple,Ahmednagar,7.961783439,7.3050928203999606,7.4402201355990805,38.95268567407704,31.90105775224633,35.273136589288264
Custard apple,Ahmednagar,8.280254777,6.100235373180492,6.230115924343265,42.66333031348004,20.99894441336485,23.364439607676573
Custard apple,Ahmednagar,6.369426752,6.502481102245692,6.649196038802541,23.21165870931023,24.35212581373322,27.175879770087533
Custard apple,Ahmednagar,7.324840764,6.566648409776571,6.700399950074155,32.101488156493836,24.913279612983594,27.613453072643946
Custard apple,Ahmednagar,3.821656051,4.931365184764999,5.03923775730464,7.09605670261685,12.819680219223484,14.313352992937794
Custard apple,Pune,15.60509554,15.9298094947854,16.16800199932149,185.59723073544842,194.6802612158987,213.69437353039476
Custard apple,Ahmednagar,9.554140127,8.34780521990584,8.565297065774088,59.46177883303448,43.475153320982486,48.906424608440105
Custard apple,Ahmednagar,3.821656051,4.819440575588759,4.874831315322895,7.09605670261685,12.154736570322958,13.204381458674996
Custard apple,Ahmednagar,7.961783439,7.256360067468167,7.406971424785355,38.95268567407704,31.409501454150334,34.92244616972057
Custard apple,Ahmednagar,7.006369427,5.801952067615161,5.9157853000674585,28.955909184533045,18.6932737835855,20.684553175395433
Custard apple,Ahmednagar,7.006369427,6.30640552451165,6.450690633719837,28.955909184533045,22.68231429705632,25.384170256733498
Custard apple,Ahmednagar,10.82802548,10.680273147834031,10.898623474347865,79.49643881100387,77.0024325228823,85.67636956689375
Custard apple,Ahmednagar,4.458598726,5.51913470463073,5.6302057619429515,10.146905811689306,16.646927028483628,18.443282663383847
Custard apple,Ahmednagar,7.006369427,5.900924945832892,6.034249230271604,28.955909184533045,19.44141991312447,21.652978306219634
Custard apple,Ahmednagar,7.961783439,6.771109956579496,6.980189118047611,38.95268567407704,26.75002916695047,30.4799556975363
Custard apple,Ahmednagar,6.050955414,5.376807873495028,5.5176026895910555,20.60748253890276,15.667880569558763,17.6754127148082
Custard apple,Ahmednagar,7.961783439,5.708396287142199,5.7654497556514475,38.95268567407704,18.001393135396317,19.47491311910123
Custard apple,Ahmednagar,5.414012739,6.411998358781046,6.51806367224876,15.920550619963201,23.573174099888636,26.034055604208586
Custard apple,Ahmednagar,6.369426752,6.126269877795519,6.2335339895991995,23.21165870931023,21.207446451454285,23.362314573780814
Custard apple,Ahmednagar,4.777070064,6.200517475107632,6.346158945375915,11.908259975651667,21.80851935086904,24.466028697700146
Custard apple,Ahmednagar,6.687898089,6.568275208580327,6.719667816499099,25.99353527108367,24.927600831570047,28.03335282781979
Custard apple,Ahmednagar,7.643312102,7.243072130327465,7.438514062565319,35.432897434458596,31.276222165795932,35.244568700498455
Custard apple,Ahmednagar,7.643312102,6.870413608494135,7.040840157862881,35.432897434458596,27.669012424126915,31.25794287641412
Custard apple,Ahmednagar,7.324840764,5.897032787814426,5.994811476169705,32.101488156493836,19.41168290638796,21.429539376246662
Custard apple,Ahmednagar,4.777070064,4.4269184140264155,4.519502303271896,11.908259975651667,9.980421707114422,11.083203559865975
Custard apple,Ahmednagar,6.687898089,5.899735013023246,5.988826328359564,25.99353527108367,19.43232579667392,21.336646122528077
Custard apple,Ahmednagar,7.643312102,4.3712058238277445,4.458901885380597,35.432897434458596,9.691439398715474,10.746193165012638
Custard apple,Ahmednagar,4.458598726,5.6178738247718965,5.6869831081224484,10.146905811689306,17.346040878013525,18.87578594082052
Custard apple,Ahmednagar,6.369426752,5.887978706152069,6.018882314093394,23.21165870931023,19.342607762296748,21.585512656315874
Custard apple,Ahmednagar,10.50955414,11.46689381213811,11.607166650701883,74.17694226985951,90.80454873703141,99.37602086631777
Custard apple,Ahmednagar,5.095541401,5.480671084788821,5.567204662098189,13.831680419711718,16.379009880825127,17.976191510621472
Custard apple,Ahmednagar,7.324840764,6.4298465578890776,6.504139749243257,32.101488156493836,23.725686240677792,25.70329310967525
Custard apple,Ahmednagar,7.006369427,5.877637633154982,6.015036554749335,28.955909184533045,19.26388528201073,21.60712961610916
Custard apple,Ahmednagar,8.917197452,6.184148418420148,6.31006934960402,50.66677000623624,21.67518171952846,24.0319985036862
Custard apple,Ahmednagar,11.78343949,10.464364911100084,10.681573787013185,96.72630239989367,73.4390824039659,81.67145708658121
Custard apple,Pune,8.598726115,13.811096303830839,14.033033810432693,46.56724222750842,139.8049943101706,154.00057238935682
Custard apple,Ahmednagar,10.82802548,10.3948315238926,10.639710034588225,79.49643881100387,72.31191535668295,81.00541052563757
Custard apple,Ahmednagar,7.961783439,7.190315157302535,7.314563676082008,38.95268567407704,30.750243476550356,34.055827469083866
Custard apple,Ahmednagar,9.554140127,10.104034386893922,10.29817821526812,59.46177883303448,67.70509347013984,75.17962007817607
Custard apple,Ahmednagar,6.050955414,8.924556498185868,9.054617418621863,20.60748253890276,50.763830133138,55.80298248047115
Custard apple,Ahmednagar,6.687898089,6.265862511706219,6.3927640671782235,25.99353527108367,22.34544293657768,24.88520770664232
Custard apple,Ahmednagar,4.140127389,4.284794665027822,4.362683390153704,8.544077200340189,9.252753740897779,10.21098126894319
Custard apple,Ahmednagar,5.095541401,4.73772626691119,4.79601703208799,13.831680419711718,11.681959279421266,12.720745428523449
Custard apple,Ahmednagar,9.23566879,7.264708647522042,7.340090274785603,54.96420382739869,31.493403492683957,34.207702024735525
Custard apple,Ahmednagar,8.280254777,8.666601344539863,8.790401814911654,42.66333031348004,47.42448593583716,52.160966072104465
Custard apple,Ahmednagar,7.006369427,8.24511083574199,8.403628514706659,28.955909184533045,42.24440964835994,46.90579625709255
Custard apple,Ahmednagar,7.006369427,6.401970409113273,6.520817668558238,28.955909184533045,23.487731125692015,25.91462823596579
Custard apple,Ahmednagar,3.821656051,4.720638975171901,4.823600232237156,7.09605670261685,11.584444078240159,12.934305181441653
Custard apple,Ahmednagar,9.872611465,10.299084767293857,10.568035872895436,64.16167838857679,70.7760298776732,79.61127318823257
Custard apple,Ahmednagar,6.687898089,8.502915132829331,8.732024333930598,25.99353527108367,45.37229727977396,51.15641638672218
Custard apple,Ahmednagar,11.14649682,11.810342850753097,12.111308591862747,85.02652884565536,97.23942497961859,109.24561682843049
Custard apple,Ahmednagar,8.917197452,7.933697333977613,8.093187325369735,50.66677000623624,38.63463625018034,42.91903479278043
Custard apple,Ahmednagar,2.866242038,3.9437265296744712,4.010794123104837,3.6404846830585993,7.633032776077004,8.408486479773327
Custard apple,Ahmednagar,6.050955414,6.51938581890777,6.649384197207335,20.60748253890276,24.499254853834877,27.120089159853638
Custard apple,Ahmednagar,9.554140127,8.483763195974857,8.611702613543226,59.46177883303448,45.13555399376416,49.731118674198356
Custard apple,Ahmednagar,5.732484076,7.240919680874407,7.398017758657581,18.178112970681806,31.254663233936732,34.797464937947886
Custard apple,Ahmednagar,6.687898089,6.641132322117723,6.763774467666711,25.99353527108367,25.57379146622277,28.272070625700387
Custard apple,Ahmednagar,10.82802548,10.079707711407144,10.328331690497796,79.49643881100387,67.32751537151196,75.95672685845071
Custard apple,Ahmednagar,12.10191083,11.94665632065405,12.116603190677312,102.89979999652833,99.86307818264861,109.34354095081503
Custard apple,Ahmednagar,4.458598726,6.9743026604869085,7.1234366922193235,10.146905811689306,28.64937838615967,32.122599404062704
Custard apple,Ahmednagar,6.050955414,6.913101188559253,7.023337163277106,20.60748253890276,28.069490512017264,30.976911899411157
Custard apple,Ahmednagar,5.414012739,6.331509533114487,6.496396831307103,15.920550619963201,22.892341972879596,25.729441467472284
